Title,Teks,Media,Label,Link;;;;;;;;
Tiga poin ini merupakan tiga poin kedua tim asuhan Luis Estrela setelah kemenangan 11-3 melawan Kirgistan pada pertandingan pertama.;;;;;;;;
Baca juga: Timnas Futsal Putri Indonesia tumbangkan India 6-0;;;;;;;;
Baca juga: Timnas Futsal Putri Indonesia tekuk Kirgistan 11-3;;;;;;;;
"Pewarta: Zaro Ezza SyachniarEditor: Fitri Supratiwi								Copyright © ANTARA 2025"",AntaraNews.com,Liga Indonesia,https://www.antaranews.com/berita/4591646/timnas-futsal-putri-akan-melawan-negara-kuat-sebelum-ke-piala-asia";;;;;;;;
"Indra Sjafri bawa 30 pemain timnas untuk turnamen U-20 di Sidoarjo,""Jakarta (ANTARA) - Pelatih timnas U-20 Indonesia Indra Sjafri mengatakan akan membawa 30 pemain untuk mengikuti turnamen internasional Mandiri U-20 Challenge Series di Stadion Gelora Delta Sidoarjo pada 24-30 Januari 2025.";;;;;;;;
Dengan begitu, maka Indra telah mencoret empat nama dari sebelumnya 34 pemain yang mengikuti pemusatan latihan bersama timnas U-20 di Jakarta.;;;;;;;;
“Dan hari ini kita menetapkan lebih kurang 30 pemain,” kata Indra setelah mengikuti acara Launching ASIOP Stadium and New Jersey 2025 di Stadion ASIOP, Jakarta Pusat, Sabtu.;;;;;;;;
Ketika ditanya siapa empat pemain yang dicoret, Indra hanya menyebut nama Matthew Baker;;;;;;;;
Keputusan ini diketahui setelah klub Baker, Melbourne City, hanya memperbolehkan pemainnya tersebut mengikuti satu turnamen antara Piala Asia U-20 atau Piala Asia U-17 bersama negaranya pada 2025.;;;;;;;;
Hal ini membuat Indra memutuskan mengembalikan Baker ke timnas U-17 asuhan Nova Arianto.;;;;;;;;
“Nanti akan dirilis PSSI untuk menjadi bagian yang nanti ikut turnamen di Surabaya,” ujar pelatih berusia 61 tahun tersebut.;;;;;;;;
Dalam kesempatan yang sama, Indra juga mengabarkan Welber Jardim sudah tiba di Jakarta pada pagi ini. Welber dan 29 pemain lainnya akan berangkat ke Jawa Timur pada besok Minggu (19/1).;;;;;;;;
Turnamen Mandiri U-20 Challenge Series diikuti oleh empat negara, yaitu Indonesia Suriah, Yordania, dan India. Turnamen ini merupakan bagian persiapan timnas U-20 menuju Piala Asia U-20 2025 yang dimainkan pada 12 Februari sampai 1 Maret mendatang.;;;;;;;;
Indonesia akan melawan Yordania pada 24 melawan Yordania pada 24 Januari. Pada 27 Januari, Indonesia memainkan laga kedua melawan Suriah dan kemudian melawan India pada 30 Januari.;;;;;;;;
“Nanti saya menetapkan 23 pemain (skuad final Piala Asia U-20 setelah turnamen di Sidoarjo). Dari berapa pemain, nanti ada yang kita kembalikan,” tutur Indra.;;;;;;;;
"Pewarta: Zaro Ezza SyachniarEditor: Michael Teguh Adiputra Siahaan								Copyright © ANTARA 2025"",AntaraNews.com,Liga Indonesia,https://www.antaranews.com/berita/4592590/indra-sjafri-bawa-30-pemain-timnas-untuk-turnamen-u-20-di-sidoarjo?utm_source=antaranews&utm_medium=desktop&utm_campaign=popular_right";;;;;;;;
"Piala Soeratin U-13 2024 Sulbar Putaran Provinsi Diikuti 12 Tim,""Piala Soeratin U-13 2024 Sulawesi Barat memasuki putaran provinsi. Ada 12 Sekolah Sepakbola (SSB) yang melaju dari fase sebelumnya.";;;;;;;;
Pertandingan digelar di Stadion H. S. Mengga, Polewali Mandar, pada 13-18 Januari 2025 dengan format home tournament. 12 SSB dibagi menjadi empat grup dengan masing-masing dihuni tiga tim dan juara grup lolos ke babak semifinal.;;;;;;;;
Dua tim sudah dipastikan melaju ke final, yaitu PS Treso Putra dan SSB Mitra Manakarra. Pada semifinal, PS Treso Putra menaklukkan SSB Tinambung Putra Pamboang dengan skor 3-1. Sedangkan SSB Mitra Manakarra menundukkan SSB Tidola Darma, 2-1. Laga final akan digelar di Stadion H. S. Mengga, Polewali Mandar, Sabtu (18/1/2025).;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Agus Ambo Djiwa selaku Ketua Asprov PSSI Sulawesi Barat berharap, Amartha Piala Soeratin U-13 2024 bisa menjadi momentum kebangkitan sepak bola di daerahnya.;;;;;;;;
"Kegiatan Amartha Piala Soeratin U-13 Sulawesi Barat kali ini terasa istimewa, karena baru kali ini dilaksanakan mulai dari tingkat kabupaten, selanjutnya ke provinsi dan nasional,"""" ucap Agus Ambo Djiwa dalam keterangan persnya";;;;;;;;
Sementara itu, melalui Piala Soeratin U-13 2024 Sulawesi Barat, Amartha memanfaatkan kekuatan olahraga sebagai ajang pemberdayaan masyarakat perdesaan, mempercepat pertumbuhan ekonomi lokal, dan menciptakan dampak sosial yang manfaatnya bisa dirasakan lebih merata.;;;;;;;;
Wakil Ketua Umum PSSI, Ratu Tisha Destria, juga mendukung penuh digelarnya Piala Soeratin U-13 2024 Sulawesi Barat. Apalagi, U-13 menjadi usia yang sangat penting lantaran merupakan masa yang krusial dalam memupuk dan membina para pesepakbola muda secara berkelanjutan.;;;;;;;;
"Kami mengapresiasi para Asprov PSSI yang telah menyelenggarakan Piala Soeratin di daerahnya. Terima kasih juga untuk pihak swasta yang ikut mendukung, termasuk Amartha,"""" ujar Ratu Tisha Destria.";;;;;;;;
Grup A: PS Taeso Putra, SSB Bura Sendana, SSB Ampalili;;;;;;;;
Grup B: SSB Tinali, SSB Cabocan, Tinambung Putra;;;;;;;;
Grup C: Persema Mamasa, Gastik, SSB Tidola Darma;;;;;;;;
"Grup D: SSB Mitra Manakarra, YSM, PS. Polman"",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7737544/piala-soeratin-u-13-2024-sulbar-putaran-provinsi-diikuti-12-tim";;;;;;;;
"Eks Anak Asuh Patrick Kluivert Bisa Debut saat Persib Vs Dewa United,""Mantan anak asuh Patrick Kluivert di Timnas Curacao, Gervane Kastaneer berpeluang debut saat Persib Bandung menjamu Dewa United. Asal, administrasinya tuntas!";;;;;;;;
Persib akan menjamu Dewa United pada pekan ke-19 Liga 1 2024/25 di Stadion Gelora Bandung Lautan Api (GBLA), Bandung, Jumat (17/1/2025). Segala urusan administrasi Gervane Kastaneer diklaim sudah beres.;;;;;;;;
Gervane Kastaneer diresmikan Persib satu pekan lalu untuk mengisi lini serang tim. Karena slot pemain asing sudah penuh, Persib pun mengorbankan Mailson Lima.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
"Dia meninggalkan dulu Indonesia dan nanti kembali untuk mendapatkan Kitas (Kartu Izin Tinggal Terbatas),"""" kata Pelatih Persib Bojan Hodak dalam keterangan resmi klub.";;;;;;;;
"Jadi dia sudah tersedia untuk bermain, karena ITC (International Transfer Certificate) sudah selesai. Jadi, dia sudah bisa bermain (melawan Dewa United),"""" ujarnya menambahkan.";;;;;;;;
Adapun pengurusan administrasi imigrasi sang pemain dilakukan di Singapura, Selasa (14/1/2025). Jika tanpa kendala berarti, Gervane Kastaneer sudah bisa langsung ikut latihan tim.;;;;;;;;
Kastaneer dijadwalkan akan akan menjalani sesi latihan bersama pada Rabu, 15 Januari 2025 dan official training, sehari menjelang laga.;;;;;;;;
"Jadi dia akan berlatih dengan normal pada dua hari ke depan dan dia juga sudah mulai berlatih. Jadi, tidak ada masalah,"""" ucap Bojan Hodak.";;;;;;;;
Kastaneer sempat memperkuat Timnas Belanda berbagai kelompok usia dalam rentang waktu 2015-2017. Kemudian ia mulai memperkuat Timnas Curacao sejak 2018, dimana tim tersebut pernah dilatih Patrick Kluivert pada 2015-2016 dan sebagai pelatih interim pada 2021.;;;;;;;;
Simak juga Video: Patrick Kluivert soal Ditargetkan Lolos Piala Dunia: Saya Suka Tekanan;;;;;;;;
"[Gambas:Video 20detik]"",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7733463/eks-anak-asuh-patrick-kluivert-bisa-debut-saat-persib-vs-dewa-united";;;;;;;;
"Shin Tae-yong Bingung dengan Pemecatannya, Rendah Hati Menerima,""Pengakuan dari Shin Tae-yong yang dipecat oleh PSSI. STY mengaku bingung dengan keputusan itu karena serba dadakan, tapi rendah hati menerimanya.";;;;;;;;
Shin Tae-yong mulai angkat bicara soal pemecatannya sebagai pelatih Timnas Indonesia oleh PSSI. Shin mengaku, keputusan pemecatan itu dilakukan dengan dadakan!;;;;;;;;
"PSSI memberitahu saya pemecatan itu pada pukul 09.40 WIB tanggal 6 Januari (Senin) dan mengumumkan bahwa pelatih baru akan datang pada pukul 12.00 WIB. Itu tidak masuk akal,"""" jelasnya dalam acara Kamar Dagang Korea (KOCHAM) di Indonesia seperti dikabarkan Yonhap TV.";;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Untuk diketahui, pada tanggal tersebut PSSI menggelar jumpa pers bertajuk 'Rencana Baru 2025'. Sehari sebelumnya pada Minggu (5/1) PSSI mengirim undangan ke para awak media terkait jumpa pers tersebut.;;;;;;;;
Sepekan sebelumnya pula, rumor pemecatan Shin Tae-yong sudah berhembus kencang. Pun akhirnya pada jumpa persnya, Ketum PSSI Erick Thohir mengumumkan kalau STY didepak dari jabatannya.;;;;;;;;
"Kita melihat perlunya ada pimpinan yang bisa lebih menerapkan strategi yang tentu disepakati oleh para pemain, komunikasi yang lebih baik, dan implementasi program yang lebih baik untuk Timnas Indonesia,"""" kata Erick.";;;;;;;;
"Pak Sumardji sudah bertemu coach Shin Tae-yong tadi pagi dan coach Shin sudah menerima surat menyuratnya. Nanti ada proses berikutnya mengenai hubungan kita yang sudah berakhir,"""" jelasnya.";;;;;;;;
Shin Tae-yong mengaku menerima keputusan itu dengan rendah hati. Shin sudah punya kebanggaan, bisa bawa Timnas Indonesia terbang tinggi dengan lolos ke ronde ketiga Kualifikasi Piala Dunia 2026 Zona Asia dan bisa tembus ke level Piala Asia untuk timnas senior dan timnas U-23.;;;;;;;;
"Saya rendah hati menerimanya (pemecatan-red). Saya bekerja sangat keras dan berhasil selama lima tahun di Indonesia. Saya punya kebanggaan tersendiri,"""" tutupnya."",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7735150/shin-tae-yong-bingung-dengan-pemecatannya-rendah-hati-menerima";;;;;;;;
"Makna Turnamen di Sidoarjo buat Timnas Indonesia U-20 Jelang Piala Asia,""Salah satu persiapan Timnas Indonesia U-20 menjelang Piala Asia U-20 2025 adalah berpartisipasi dalam turnamen Mandiri U-20 Challenge Series 2025 di Sidoarjo. Ajang itu punya arti penting dalam penyusunan skuad final.";;;;;;;;
Pelatih Timnas Indonesia U-20 Indra Sjafri menyebut, turnamen di Sidoarjo itu bukan cuma dijadikan sebagai momen uji coba. Hasilnya juga akan ikut menentukan skuad final Garuda Muda untuk Piala Asia U-20 2025.;;;;;;;;
"Nanti Tanggal 19 Januari kami pindah Ke Surabaya untuk Melakukan uji coba (turnamen) Di Sidoarjo lawan Yordania tanggal 24 Januari, tanggal 27 lawan Suriah, dan tanggal 30 Lawan India,"""" katanya kepada wartawan, Rabu (15/1/2025).";;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
"Uji coba itu adalah persiapan yang terakhir dan setelah itu kami akan menetapkan 23 pemain skuad terbaik yang nanti akan kami berangkatkan. Jadi itu Sekilas gambaran Timnas U-20 menuju ke Piala Asia U-20 di China,"""" ujar Indra Sjafri.";;;;;;;;
Para pemain Timnas Indonesia U-20 terlibat Pemusatan Latihan (TC) di Jakarta sejak 5 Januari. Sebanyak 34 pemain dipanggil dalam kesempatan tersebut.;;;;;;;;
Garuda Muda akan terus menggelar persiapan di Jakarta sebelum main di turnamen yang digelar di Sidoarjo. Turnamen tersebut akan berlangsung pada 24 - 30 Januari mendatang.;;;;;;;;
Meski menggelar TC yang cukup panjang, Indra Sjafri menerapkan kebijakan yang cukup fleksibel. Pemain yang dibutuhkan klub akan dikembalikan selama masa kompetisi. Jadi pemain akan datang dan pergi sembari TC tetap berjalan. Sebab kompetisi Liga 1 2024/25 tetap berlangsung selama TC Timnas U-20.;;;;;;;;
"Kami mulai dari TC Januari yaitu kami memanggil 34 pemain. Dari 34 pemain itu Alhamdulillah kami diskusikan dengan pelajar-pelajar di klub bahwa pemain-pemain yang bermain di klub itu akan Kami persilakan untuk bermain di klub,"""" tutur Indra Sjafri.";;;;;;;;
"Dan setelah itu pemain kembali ke Tim Nasional, jadi ada TC yang buka-tutup bagi 8 pemain Tim Nasional U-20 yang sudah bermain reguler di klub,"""" ucapnya."",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7734133/makna-turnamen-di-sidoarjo-buat-timnas-indonesia-u-20-jelang-piala-asia";;;;;;;;
"Bentrok dengan Agenda Timnas U-17, Matthew Baker Tinggalkan Timnas U-20,""Matthew Baker harus meninggalkan Pemusatan Latihan (TC) Timnas Indonesia U-20. Sebab diduga ada bentrok agenda dengan Timnas U-17 di waktu bersamaan.";;;;;;;;
Baker merupakan salah satu dari total 34 pemain yang dipanggil untuk TC Timnas U-20 Jakarta sejak 5 Januari 2025 sebagai persiapan Piala Asia U-20 2025. Pemain berdarah Australia-Indonesia itu coba dipromosikan karena dinilai punya kualitas mumpuni.;;;;;;;;
Pelatih Timnas U-20 Indra Sjafri memang memanggil beberapa pemain muda yang berstatus pemain Timnas U-17. Selain Baker ada juga pemain muda lain seperti Arlyansyah Abdulmanan.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Masalahnya, di saat yang sama Timnas U-17 juga sedang bersiap untuk menyambut Piala Asia U-17 2025. Saat ini Timnas U-17 sedang TC juga di Bandung sejak 10 Januari hingga 20 Januari.;;;;;;;;
"Terima kasih Indra Sjafri atas kesempatan dan telah menerima saya di Timnas Indonesia U-20,"""" tulis Baker di fitur instastory.";;;;;;;;
"Namun, karena adanya konflik kepentingan (bentrok agenda), saya tidak dapat melanjutkan dengan Timnas Indonesia U-20.""""";;;;;;;;
Piala Asia U-20 akan berlangsung di China pada 12 Februari - 1 Maret 2025. Sedangkan Piala Asia U-17 akan digelar di Arab Saudi pada 3 - 20 April 2025.;;;;;;;;
"Pamitnya Baker dari Timnas U-20 diduga karena Timnas U-17 masih membutuhkan jasanya. Apalagi Baker juga masih sangat muda yakni 15 tahun sehingga masih sangat cocok untuk memperkuat Timnas U-17 ketimbang Timnas U-20."",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7738632/bentrok-dengan-agenda-timnas-u-17-matthew-baker-tinggalkan-timnas-u-20";;;;;;;;
"Media Belanda Laporkan Jika Kevin Diks Diminati Klub Premier League, Persaingan Antara Gladbach dan Wolfsburg,""Bola.com, Kopenhagen - - Menurut pemberitaan dari media Belanda, Voetbal Primeur, semakin banyak pihak yang menunjukkan minat terhadap bek FC Copenhagen dan pemain Timnas Indonesia, Kevin Diks, dalam bursa transfer musim dingin tahun 2025. Hal ini menunjukkan bahwa Kevin Diks menjadi salah satu pemain yang diperhatikan banyak klub besar, mengingat performanya yang konsisten bersama timnya saat ini.";;;;;;;;
Kontrak Kevin Diks dengan FC Copenhagen akan habis pada tanggal 30 Juni 2025. Hingga saat ini, belum ada kesepakatan antara kedua belah pihak mengenai perpanjangan kontrak tersebut. Situasi ini membuat masa depan Kevin Diks di klub tersebut menjadi tidak menentu dan membuka peluang bagi klub lain untuk mendekatinya.;;;;;;;;
Baca Juga;;;;;;;;
Pemain bertahan yang kini berusia 28 tahun itu memiliki kemungkinan untuk meninggalkan FC Copenhagen dengan biaya yang relatif rendah pada bulan Januari 2025, atau bisa juga bergabung dengan klub lain tanpa biaya transfer pada bulan Juli tahun yang sama. Kesempatan ini tentunya menarik perhatian berbagai klub yang ingin memperkuat lini pertahanan mereka dengan pemain berpengalaman seperti Kevin Diks.;;;;;;;;
Advertisement;;;;;;;;
Sejak awal, Kevin Diks telah menjadi incaran utama Borussia Monchengladbach. Bahkan, ia hampir bergabung dengan klub Bundesliga tersebut pada musim panas tahun 2024. Ketertarikan Borussia Monchengladbach menunjukkan bahwa Kevin Diks memiliki reputasi yang baik di kancah sepak bola Eropa, dan transfernya bisa menjadi langkah strategis bagi klub yang ingin membangun kekuatan baru di lini belakang mereka.;;;;;;;;
Kevin Diks menjadi incaran Borussia Monchengladbach pada bursa transfer musim dingin tahun 2025. Meskipun demikian, mereka harus bersaing dengan VfL Wolfsburg, klub Jerman lainnya, untuk mendapatkan tanda tangan pemain tersebut.;;;;;;;;
Selain dua klub Jerman tersebut, Kevin Diks juga menarik perhatian beberapa tim dari Premier League, Turki, dan Major League Soccer (MLS). Namun, nama-nama klub dari liga-liga tersebut belum diungkapkan secara resmi.;;;;;;;;
"Hal ini dilaporkan oleh sumber kepada Voetbal Primeur. Selain itu, klub-klub dari Turki, Inggris, dan MLS juga menunjukkan minat kepada Kevin Diks yang saat ini sedang berada di tahun terakhir kontraknya di Denmark,"""" tulis Voetbal Primeur.";;;;;;;;
Dengan kontraknya yang akan segera berakhir di Denmark, Kevin Diks menjadi salah satu pemain yang paling diburu di bursa transfer mendatang. Persaingan antar klub untuk mendapatkan jasanya tampaknya akan semakin ketat, mengingat banyaknya minat yang datang dari berbagai liga besar di Eropa dan Amerika.;;;;;;;;
VfL Wolfsburg muncul sebagai salah satu klub yang serius dalam mengejar tanda tangan pemain serbaguna ini. Tim yang berlaga di Bundesliga tersebut dilaporkan sangat terkesan dengan performa Kevin Diks saat memperkuat FC Copenhagen, seperti yang diungkapkan oleh Voetbal Primeur.;;;;;;;;
"VfL Wolfsburg juga menjadi pesaing serius dalam perebutan pemain serba bisa ini. Klub Bundesliga tersebut dilaporkan terkesan dengan penampilan Kevin Diks di FC Copenhagen,"""" ungkap Voetbal Primeur. Kevin Diks telah berkembang menjadi salah satu pemain penting yang perannya tidak bisa digantikan di timnya. Di Denmark, ia tidak hanya beroperasi sebagai bek sayap kanan, posisi yang menjadi andalannya ketika bermain di Belanda, tetapi juga kerap dimainkan sebagai bek tengah.";;;;;;;;
Di liga Amerika Serikat, beberapa tim menunjukkan ketertarikan pada bek yang juga memiliki kewarganegaraan Indonesia ini. Selain itu, klub papan atas dari Liga Turki, Trabzonspor, dilaporkan telah mengambil tindakan nyata untuk mendapatkan jasa Kevin Diks, demikian laporan dari Voetbal Primeur.;;;;;;;;
"Di MLS, beberapa klub menunjukkan minat terhadap bek yang juga memiliki paspor Indonesia ini. Selain itu, Trabzonspor, klub papan atas dari Liga Turki, dilaporkan telah mengambil langkah konkret untuk merekrut Kevin Diks,"""" jelas Voetbal Primeur."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5883868/media-belanda-laporkan-jika-kevin-diks-diminati-klub-premier-league-persaingan-antara-gladbach-dan-wolfsburg";;;;;;;;
"Legenda Manchester United Denis Law tutup usia,""Jakarta (ANTARA) - Legenda Manchester United dan Skotlandia, Denis Law, wafat dalam usia 84 tahun, demikian situs Manchester United pada Sabtu malam WIB.";;;;;;;;
"Dengan berat hati kami sampaikan bahwa ayah kami Denis Law telah meninggal dunia. Ia telah berjuang keras, tetapi akhirnya ia kini berada dalam kedamaian,"""" kata pihak keluarga seperti dikutip laman MU.";;;;;;;;
Law telah 404 kali tampil dan mencetak total 237 gol selama 11 tahun bermain untuk Manchester United dari 1962 hingga 1973.;;;;;;;;
Dia adalah pemain dengan jumlah gol terbanyak ketiga sepanjang masa MU setelah Wayne Rooney dan Bobby Charlton.;;;;;;;;
Bersama Skotlandia, Law bermain 55 kali dan mencetak 30 gol yang membuatnya menjadi pencetak gol terbanyak sepanjang masa Skotlandia bersama legenda Liverpool Kenny Dalglish.;;;;;;;;
Baca juga: Amorim: Saya ingin pertahankan pemain di bursa transfer ini;;;;;;;;
Selama di MU, Law memenangkan gelar divisi pertama pada 1965 dan 1967.;;;;;;;;
"Manchester United mengatakan mereka berduka atas kehilangan """"raja Stretford End"""" - tribun di Old Trafford tempat berdirinya patung Law.";;;;;;;;
"Dia akan selalu dirayakan sebagai salah satu pemain terhebat dan paling dicintai di klub ini. Pencetak gol terbaik, bakat, semangat, dan kecintaannya pada permainan ini menjadikannya pahlawan generasi ini,"""" tulis Manchester United.";;;;;;;;
"Ucapan belasungkawa terdalam kami sampaikan kepada keluarga Denis dan banyak teman. Kenangannya akan hidup selamanya.""""";;;;;;;;
Baca juga: Chelsea dirumorkan incar Karim Adeyemi;;;;;;;;
"Pewarta: Hendri Sukma IndrawanEditor: Jafar M Sidik								Copyright © ANTARA 2025"",AntaraNews.com,Liga Indonesia,https://www.antaranews.com/berita/4592062/legenda-manchester-united-denis-law-tutup-usia?utm_source=antaranews&utm_medium=desktop&utm_campaign=popular_right";;;;;;;;
"Bos Persija Ingin Ajak Dialog Warganet yang Minta Rizky Ridho Abroad,""Direktur Persija Jakarta Mohamad Prapanca ingin berdialog langsung dengan warganet yang meminta Rizky Ridho untuk abroad atau berkarier di luar negeri.";;;;;;;;
Ridho disebut-sebut sebagai salah satu bakat terbaik yang dimiliki Indonesia saat ini. Tidak sedikit yang menyayangkan karier bek binaan Persebaya Surabaya itu masih bermain di Liga 1.;;;;;;;;
Di salah satu platform media sosial ada salah satu warganet yang paling lantang menyarankan Ridho untuk abroad. Sarannya bahkan terbilang nyeleneh, yakni meminta sang pemain untuk putus kontrak saja dengan Persija untuk langsung pindah ke klub luar negeri.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
"Saya minta orang-orang yang ingin Rizky Ridho dijual untuk datang ke kantor Persija, karena saya lihat itu robot sepertinya. Memang media sosial ini kan susah dihentikan, karena seenak udel saja itu ngomongnya,"""" kata Prapanca dalam acara Ngopi Bareng Persija di Garuda Arena, Sarinah, Jakarta, Jumat (17/1/2025).";;;;;;;;
"Tapi kalau kami cari, biasanya minta maaf. Tetapi kalau dia peduli masa depan Persija, lalu menyarankan agar Rizky Ridho jam terbangnya dibagusin di internasional, bilang ke saya, kasih saya saran klub mana untuk Ridho, kita diskusi saja ayo,"""" ujarnya.";;;;;;;;
Adapun Ridho masih punya sisa kontrak dengan Persija sampai 2026. Pemain berusia 23 tahun itu didatangkan Persija dari Persebaya pada 2023 dengan durasi kontrak tiga tahun.;;;;;;;;
Kini Ridho berstatus pemain penting buat Persija. Ban kapten kini melingkar di tangannya setelah Andritany Ardhiyasa menyerahkan status kepemimpinan klub sebelum Liga 1 2024/25.;;;;;;;;
Atas dasar itu, Persija dipastikan akan mempertahankan Ridho selama tidak ada tawaran yang menguntungkan buat mereka. Selain itu, Persija juga tidak ingin menggali lubang dengan melepas pemain penting di lini pertahanan.;;;;;;;;
"Saya melihat di kolom komentar akun saya, itu hal yang menurut saya tidak bagus kalau seandainya netizen cuma berani di media sosial saja. Kalau mau begitu, datang bikin surat undangan, kita diskusi. Ayo,"""" ucap Prapanca."",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7738630/bos-persija-ingin-ajak-dialog-warganet-yang-minta-rizky-ridho-abroad";;;;;;;;
"Tepis Isu di Media Sosial, Erick Thohir Jelaskan Mekanisme Pemilihan Asisten Pelatih Lokal untuk Patrick Kluivert,""Liputan6.com, Jakarta Ketua Umum PSSI Erick Thohir buka suara menjelaskan mekanisme pemilihan asisten pelatih lokal untuk membantu Patrick Kluivert di Timnas Indonesia.";;;;;;;;
Sebagaimana diketahui, pria yang merangkap sebagai Menteri BUMN itu sejak awal sudah bersepakat dengan pelatih baru skuad Garuda terkait penempatan dua asisten pelatih Indonesia dalam jajaran stafnya.;;;;;;;;
Baca Juga;;;;;;;;
Hal ini, menurut Erick Thohir diperlukan guna memastikan adanya transfer knowledge dari staf kepelatihan asal luar negeri ke pelaku sepak bola Tanah Air.;;;;;;;;
Advertisement;;;;;;;;
Sementara ini, Kluivert sudah dipastikan menggandeng dua kompatriotnya, yakni Denny Landzaat dan Alex Pastoor ke jajaran pelatih Timnas Indonesia.;;;;;;;;
Namun, belum ada informasi resmi terkait staf lainnya hingga konferensi pers perkenalan Patrick Kluivert digelar pada Minggu (12/1/2024) kemarin.;;;;;;;;
Kabar liar sejatinya sudah merebak di media sosial terkait nama-nama yang ditempatkan di tim Patrick Kluivert. Namun, Erick Thohir menyiratkan hal itu tidak benar sebab juru taktik anyar skuad Garuda masih harus menyeleksi nama-nama kandidat yang nantinya disodorkan oleh PSSI.;;;;;;;;
"Untuk proses perekrutan pelatih lokal, sesuai kesepakatan waktu interview, nanti kita kasih slot dua untuk pelatih lokal,"""" papar Erick Thohir saat ditemui awak media di Gedung Kemenpora, Senayan, Jakarta Pusat, Senin (13/1/2025).";;;;;;;;
"Nanti tentu kita akan bikin database, kita persilakan pelatih yang menyeleksi langsung. (Seleksi dilakukan) dari tim kepelatihan Coach Patrick, bukan kami.""""";;;;;;;;
"Jadi PSSI hanya menyodorkan nama, mungkin 10 nama, nanti dipilih 2. Jadi jangan percaya yang beredar di sosmed,"""" tegas Ketum PSSI.";;;;;;;;
Di sisi lain, Erick Thohir juga mengungkap pihaknya sudah coba melengkapi jajaran staf dengan mendatangkan beberapa sosok baru dari Belanda.;;;;;;;;
Ketum PSSI menyebut, dalam satu hingga dua hari terakhir, federasi telah menandatangani kontrak dengan performance coach, pelatih goalkeeper, hingga video analyst.;;;;;;;;
"Satu dua hari ini saya juga sudah tanda tangan (kontrak) tambahan. Ada performance coach dan pelatih goalkeeper, tapi biar Coach Patrick saja yang umumkan, (mereka) dari Belanda. Nanti juga ada video analyst,"""" papar Erick Thohir di Gedung Kemenpora, Senin (13/1/12025)"",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5879201/tepis-isu-di-media-sosial-erick-thohir-jelaskan-mekanisme-pemilihan-asisten-pelatih-lokal-untuk-patrick-kluivert";;;;;;;;
"Patrick Kluivert Bocorkan 1 Calon Pemain Baru Timnas Indonesia, Segera Dinaturalisasi,""Liputan6.com, Jakarta - Memiliki reputasi besar bakal membantu Patrick Kluivert memudahkan pemain diaspora Indonesia untuk menjalani proses naturalisasi demi memperkuat tim Garuda.";;;;;;;;
Kluivert mengaku sudah berbincang dengan sejumlah nama yang bisa membela timnas Indonesia.;;;;;;;;
Baca Juga;;;;;;;;
"Secara personal saya sudah berbicara dengan beberapa pemain yang bisa bergabung dan dinaturalisasi. Saya cukup sibuk karenanya,"""" kata Kluivert pada perkenalan di Hotel Mulia, Minggu (12/1/2025).";;;;;;;;
Advertisement;;;;;;;;
"Saya mungkin bisa sebut satu nama, Jairo Riedewald. Kami mencoba menaturalisasinya secepat mungkin,"""" sambungnya.";;;;;;;;
Riedewald lahir di Haarlem pada 9 September 1996. Produk akademi Ajax Amsterdam, dia sempat membela Crystal Palace dan kini mengadu nasib bersama klub Belgia Royal Antwerp. Riedewald diketahui memiliki darah Indonesia dari ibu.;;;;;;;;
Pada kesempatan sama, Kluivert juga ingin memenangkan hati suporter Garuda. Seperti diketahui, penunjukkannya sebagai nakhoda timnas Indonesia mendapat reaksi negatif.;;;;;;;;
Pertama karena dia menggantikan Shin Tae-yong yang memiliki jasa besar dalam membangun timnas selama lima tahun bekerja. Kedua akibat minimnya pengalaman bekerja Kluivert di kursi arsitek. Sebelumnya sosok berusia 48 tahun itu hanya melatih timnas Curacao dan klub Turki Adana Demirspor pada level senior.;;;;;;;;
"Meraih kemenangan dan memainkan sepak bola atraktif. Pujian juga layak diberikan kepada pelatih sebelumnya Shin Tae-yong yang sudah melakukan tugasnya dengan baik,"""" tutur Kluivert.";;;;;;;;
